 "Frequency in Hz"  1.1000001E+10
          Theta(deg)            Phi(deg)        Magn(Etheta)       Phase(Etheta)          Magn(Ephi)         Phase(Ephi)            Total_dB
   0.1140000000E+003   0.1580000000E+003   0.1073730373E+002   0.7825251770E+002   0.2466673660E+002   0.3752449036E+002   0.6584428406E+002
   0.1140000000E+003   0.1600000000E+003   0.1126083279E+002   0.8646969604E+002   0.2262337685E+002   0.3010517311E+002   0.6459314728E+002
   0.1140000000E+003   0.1620000000E+003   0.1091076946E+002   0.8939042664E+002   0.2037998199E+002   0.2496051979E+002   0.6281123352E+002
   0.1140000000E+003   0.1640000000E+003   0.9159729958E+001   0.8871817017E+002   0.1804270363E+002   0.2440823555E+002   0.6014789963E+002
   0.1140000000E+003   0.1660000000E+003   0.6268084526E+001   0.7362589264E+002   0.1615566635E+002   0.2875891685E+002   0.5704763412E+002
   0.1140000000E+003   0.1680000000E+003   0.4667484760E+001   0.2506192589E+002   0.1540446091E+002   0.3473073959E+002   0.5557147980E+002
   0.1140000000E+003   0.1700000000E+003   0.7169737339E+001   0.1700865746E+002   0.1587754917E+002   0.3675773621E+002   0.5715387344E+002
   0.1140000000E+003   0.1720000000E+003   0.1020188522E+002   0.3092634010E+002   0.1729038429E+002   0.3242918015E+002   0.5999025345E+002
   0.1140000000E+003   0.1740000000E+003   0.1132773685E+002   0.3616629028E+002   0.1954773140E+002   0.2412810326E+002   0.6235256195E+002
   0.1140000000E+003   0.1760000000E+003   0.9790389061E+001   0.3846596146E+002   0.2232672882E+002   0.1596333218E+002   0.6387442780E+002
   0.1140000000E+003   0.1780000000E+003   0.5804903507E+001   0.3945915604E+002   0.2469738007E+002   0.1053774548E+002   0.6467166901E+002
   0.1140000000E+003   0.1800000000E+003   0.3478317857E+000   0.3972269440E+002   0.2561861420E+002   0.8608245850E+001   0.6486822510E+002
   0.1160000000E+003   0.0000000000E+000   0.3528798819E+000   0.7476966858E+002   0.2539587212E+002   0.1495280838E+002   0.6469366455E+002
   0.1160000000E+003   0.2000000000E+001   0.5170814991E+001   0.3822855377E+002   0.2438778877E+002   0.1603727722E+002   0.6432138062E+002
   0.1160000000E+003   0.4000000000E+001   0.9285259247E+001   0.3835551834E+002   0.2212209892E+002   0.1933154297E+002   0.6355418777E+002
   0.1160000000E+003   0.6000000000E+001   0.1109267807E+002   0.3652506638E+002   0.1935712624E+002   0.2399658775E+002   0.6210089874E+002
   0.1160000000E+003   0.8000000000E+001   0.1034718895E+002   0.3189389038E+002   0.1686150742E+002   0.2805573273E+002   0.5969665527E+002
   0.1160000000E+003   0.1000000000E+002   0.7695666313E+001   0.2012132072E+002   0.1515622997E+002   0.2887869453E+002   0.5666200256E+002
   0.1160000000E+003   0.1200000000E+002   0.5067557812E+001   0.1296343136E+002   0.1460026550E+002   0.2562064743E+002   0.5475827026E+002
   0.1160000000E+003   0.1400000000E+002   0.5686078072E+001   0.6118611526E+002   0.1532660294E+002   0.2138079643E+002   0.5588133240E+002
   0.1160000000E+003   0.1600000000E+002   0.8192354202E+001   0.8095227814E+002   0.1693976593E+002   0.2053178978E+002   0.5869495392E+002
   0.1160000000E+003   0.1800000000E+002   0.1003954506E+002   0.8499102783E+002   0.1884461403E+002   0.2474997520E+002   0.6122299576E+002
   0.1160000000E+003   0.2000000000E+002   0.1077607727E+002   0.8257424164E+002   0.2082993126E+002   0.3292768860E+002   0.6309936142E+002
   0.1160000000E+003   0.2200000000E+002   0.1075788879E+002   0.7690329742E+002   0.2293903351E+002   0.4223368835E+002   0.6464481354E+002
   0.1160000000E+003   0.2400000000E+002   0.1050146484E+002   0.7019941711E+002   0.2487436676E+002   0.4943446350E+002   0.6591694641E+002
   0.1160000000E+003   0.2600000000E+002   0.1035455990E+002   0.6436752319E+002   0.2597657394E+002   0.5224951935E+002   0.6661853790E+002
   0.1160000000E+003   0.2800000000E+002   0.1047152710E+002   0.5993663788E+002   0.2598542976E+002   0.4952301407E+002   0.6665550232E+002
   0.1160000000E+003   0.3000000000E+002   0.1094052410E+002   0.5560858917E+002   0.2565479469E+002   0.4138943100E+002   0.6656551361E+002
   0.1160000000E+003   0.3200000000E+002   0.1187480450E+002   0.4957442093E+002   0.2621408844E+002   0.3068942642E+002   0.6719242096E+002
   0.1160000000E+003   0.3400000000E+002   0.1345026302E+002   0.4147147751E+002   0.2785405922E+002   0.2237882996E+002   0.6863550568E+002
   0.1160000000E+003   0.3600000000E+002   0.1578219509E+002   0.3289521027E+002   0.2949996758E+002   0.1946395302E+002   0.7020481873E+002
   0.1160000000E+003   0.3800000000E+002   0.1866802025E+002   0.2582299423E+002   0.3022653961E+002   0.2188748550E+002   0.7140563202E+002
   0.1160000000E+003   0.4000000000E+002   0.2156211281E+002   0.2112759781E+002   0.2998222160E+002   0.2790796471E+002   0.7218072510E+002
   0.1160000000E+003   0.4200000000E+002   0.2386534119E+002   0.1865359306E+002   0.2905236626E+002   0.3474502563E+002   0.7253890991E+002
   0.1160000000E+003   0.4400000000E+002   0.2524313354E+002   0.1780925369E+002   0.2742222404E+002   0.3927206039E+002   0.7236479187E+002
   0.1160000000E+003   0.4600000000E+002   0.2576367378E+002   0.1786681366E+002   0.2505138969E+002   0.3901533127E+002   0.7163435364E+002
   0.1160000000E+003   0.4800000000E+002   0.2583115578E+002   0.1807797241E+002   0.2256509590E+002   0.3295153809E+002   0.7070241547E+002
   0.1160000000E+003   0.5000000000E+002   0.2599127388E+002   0.1787183762E+002   0.2102421570E+002   0.2308702087E+002   0.7018906403E+002
   0.1160000000E+003   0.5200000000E+002   0.2670935440E+002   0.1717038536E+002   0.2060649490E+002   0.1479981709E+002   0.7037042236E+002
   0.1160000000E+003   0.5400000000E+002   0.2818272400E+002   0.1649041557E+002   0.2033108902E+002   0.1233151054E+002   0.7096405792E+002
   0.1160000000E+003   0.5600000000E+002   0.3025862312E+002   0.1656296158E+002   0.1943693161E+002   0.1625497818E+002   0.7165013123E+002
   0.1160000000E+003   0.5800000000E+002   0.3252117157E+002   0.1783814049E+002   0.1798687172E+002   0.2472904396E+002   0.7230674744E+002
   0.1160000000E+003   0.6000000000E+002   0.3449285126E+002   0.2034271049E+002   0.1617003059E+002   0.3420534515E+002   0.7280165100E+002
   0.1160000000E+003   0.6200000000E+002   0.3581464005E+002   0.2381438828E+002   0.1371874905E+002   0.4040752029E+002   0.7293624115E+002
   0.1160000000E+003   0.6400000000E+002   0.3632721710E+002   0.2785276413E+002   0.1041703129E+002   0.3871413422E+002   0.7264157104E+002
   0.1160000000E+003   0.6600000000E+002   0.3605784988E+002   0.3200732422E+002   0.7132548809E+001   0.2079409409E+002   0.7208631134E+002
   0.1160000000E+003   0.6800000000E+002   0.3516130829E+002   0.3582701874E+002   0.6208657742E+001   0.1656215668E+002   0.7150595856E+002
   0.1160000000E+003   0.7000000000E+002   0.3385366440E+002   0.3890291214E+002   0.7487452984E+001   0.4138340759E+002   0.7091851807E+002
   0.1160000000E+003   0.7200000000E+002   0.3235804367E+002   0.4091538239E+002   0.7966305256E+001   0.4867923737E+002   0.7012570190E+002
   0.1160000000E+003   0.7400000000E+002   0.3086600876E+002   0.4168006897E+002   0.6508539200E+001   0.4507258606E+002   0.6902815247E+002
   0.1160000000E+003   0.7600000000E+002   0.2951200104E+002   0.4117826080E+002   0.3810837984E+001   0.2083159828E+002   0.6786131287E+002
   0.1160000000E+003   0.7800000000E+002   0.2836540413E+002   0.3955645752E+002   0.3547398090E+001   0.4978331375E+002   0.6705859375E+002
   0.1160000000E+003   0.8000000000E+002   0.2744187546E+002   0.3709255219E+002   0.6452252865E+001   0.8082248688E+002   0.6677949524E+002
   0.1160000000E+003   0.8200000000E+002   0.2672769737E+002   0.3415373230E+002   0.8630065918E+001   0.8982450867E+002   0.6670573425E+002
   0.1160000000E+003   0.8400000000E+002   0.2620271873E+002   0.3116357803E+002   0.8957551956E+001   0.8646267700E+002   0.6642252350E+002
   0.1160000000E+003   0.8600000000E+002   0.2584954071E+002   0.2857227707E+002   0.7294935703E+001   0.8474229431E+002   0.6581214142E+002
   0.1160000000E+003   0.8800000000E+002   0.2565295029E+002   0.2680061340E+002   0.4031159401E+001   0.8425376892E+002   0.6513710785E+002
   0.1160000000E+003   0.9000000000E+002   0.2559920502E+002   0.2615709496E+002   0.1213750318E+000   0.5522779465E+002   0.6485144806E+002
   0.1160000000E+003   0.9200000000E+002   0.2568137932E+002   0.2675938034E+002   0.4227734566E+001   0.8276551819E+002   0.6518272400E+002
   0.1160000000E+003   0.9400000000E+002   0.2590372658E+002   0.2850176430E+002   0.7440213680E+001   0.8404578400E+002   0.6588045502E+002
   0.1160000000E+003   0.9600000000E+002   0.2627931213E+002   0.3108611107E+002   0.9023556709E+001   0.8603645325E+002   0.6649018860E+002
   0.1160000000E+003   0.9800000000E+002   0.2682568741E+002   0.3409706879E+002   0.8597918510E+001   0.8988888550E+002   0.6676506042E+002
   0.1160000000E+003   0.1000000000E+003   0.2756374931E+002   0.3708252335E+002   0.6315844059E+001   0.8087999725E+002   0.6684174347E+002
   0.1160000000E+003   0.1020000000E+003   0.2851662064E+002   0.3960922241E+002   0.3357053518E+001   0.4762440491E+002   0.6714737701E+002
   0.1160000000E+003   0.1040000000E+003   0.2969799423E+002   0.4129645157E+002   0.3895659924E+001   0.2519374657E+002   0.6799219513E+002
   0.1160000000E+003   0.1060000000E+003   0.3108874893E+002   0.4185480118E+002   0.6728791237E+001   0.4740201569E+002   0.6919473267E+002
   0.1160000000E+003   0.1080000000E+003   0.3261429977E+002   0.4113245392E+002   0.8213345528E+001   0.5045215225E+002   0.7030991364E+002
   0.1160000000E+003   0.1100000000E+003   0.3413555908E+002   0.3914985275E+002   0.7709334850E+001   0.4314852142E+002   0.7110427094E+002
   0.1160000000E+003   0.1120000000E+003   0.3545909500E+002   0.3609857178E+002   0.6355010986E+001   0.1874042892E+002   0.7168374634E+002
   0.1160000000E+003   0.1140000000E+003   0.3636259460E+002   0.3230935287E+002   0.7189158440E+001   0.1882621765E+002   0.7225424957E+002
   0.1160000000E+003   0.1160000000E+003   0.3663297653E+002   0.2820383644E+002   0.1047558594E+002   0.3739843750E+002   0.7280499268E+002
   0.1160000000E+003   0.1180000000E+003   0.3611874008E+002   0.2424612808E+002   0.1382550621E+002   0.3952062988E+002   0.7310355377E+002
   0.1160000000E+003   0.1200000000E+003   0.3479544067E+002   0.2089659309E+002   0.1631978226E+002   0.3372329330E+002   0.7297807312E+002
   0.1160000000E+003   0.1220000000E+003   0.3282467651E+002   0.1855702782E+002   0.1814210892E+002   0.2470104599E+002   0.7248927307E+002
   0.1160000000E+003   0.1240000000E+003   0.3056587791E+002   0.1747395134E+002   0.1955445480E+002   0.1669368362E+002   0.7182845306E+002
   0.1160000000E+003   0.1260000000E+003   0.2849170494E+002   0.1757987976E+002   0.2040479851E+002   0.1323265076E+002   0.7113250732E+002
   0.1160000000E+003   0.1280000000E+003   0.2700408173E+002   0.1836846924E+002   0.2069367218E+002   0.1616036987E+002   0.7053973389E+002
   0.1160000000E+003   0.1300000000E+003   0.2623661995E+002   0.1906902885E+002   0.2121805382E+002   0.2476554680E+002   0.7037525177E+002
   0.1160000000E+003   0.1320000000E+003   0.2598159409E+002   0.1916678619E+002   0.2289233398E+002   0.3462453079E+002   0.7089328003E+002
   0.1160000000E+003   0.1340000000E+003   0.2578246689E+002   0.1877390480E+002   0.2540925026E+002   0.4049875259E+002   0.7178061676E+002
   0.1160000000E+003   0.1360000000E+003   0.2511714172E+002   0.1850798035E+002   0.2764661789E+002   0.4057405090E+002   0.7240797424E+002
   0.1160000000E+003   0.1380000000E+003   0.2360917664E+002   0.1916656685E+002   0.2900743866E+002   0.3583823776E+002   0.7243387604E+002
   0.1160000000E+003   0.1400000000E+003   0.2121364594E+002   0.2152517700E+002   0.2962586021E+002   0.2865884399E+002   0.7191210938E+002
   0.1160000000E+003   0.1420000000E+003   0.1828108978E+002   0.2621791077E+002   0.2962712097E+002   0.2218664169E+002   0.7099997711E+002
   0.1160000000E+003   0.1440000000E+003   0.1541638851E+002   0.3340689468E+002   0.2877923012E+002   0.1935075188E+002   0.6971583557E+002
   0.1160000000E+003   0.1460000000E+003   0.1315368748E+002   0.4212965393E+002   0.2712074471E+002   0.2201858139E+002   0.6811854553E+002
   0.1160000000E+003   0.1480000000E+003   0.1166403198E+002   0.5024843216E+002   0.2554696655E+002   0.3026438332E+002   0.6670382690E+002
   0.1160000000E+003   0.1500000000E+003   0.1080002213E+002   0.5612220383E+002   0.2510672760E+002   0.4094881439E+002   0.6616049957E+002
   0.1160000000E+003   0.1520000000E+003   0.1037358284E+002   0.6023237228E+002   0.2557492447E+002   0.4897008896E+002   0.6635536957E+002
   0.1160000000E+003   0.1540000000E+003   0.1027503109E+002   0.6454030609E+002   0.2570061302E+002   0.5150482941E+002   0.6641310120E+002
   0.1160000000E+003   0.1560000000E+003   0.1042989254E+002   0.7043412781E+002   0.2473046303E+002   0.4849704361E+002   0.6579776764E+002
   0.1160000000E+003   0.1580000000E+003   0.1070531273E+002   0.7737528992E+002   0.2292720222E+002   0.4116877747E+002   0.6461875153E+002
   0.1160000000E+003   0.1600000000E+003   0.1076841068E+002   0.8338213348E+002   0.2094197464E+002   0.3185923767E+002   0.6318111801E+002
   0.1160000000E+003   0.1620000000E+003   0.1009346581E+002   0.8621859741E+002   0.1906235123E+002   0.2382012749E+002   0.6142577744E+002
   0.1160000000E+003   0.1640000000E+003   0.8286767006E+001   0.8286528778E+002   0.1724942398E+002   0.1984699821E+002   0.5903215408E+002
   0.1160000000E+003   0.1660000000E+003   0.5713668823E+001   0.6450370789E+002   0.1573135567E+002   0.2098136902E+002   0.5635223389E+002
   0.1160000000E+003   0.1680000000E+003   0.4854043007E+001   0.1570906544E+002   0.1511082649E+002   0.2546358681E+002   0.5529027557E+002
   0.1160000000E+003   0.1700000000E+003   0.7457543850E+001   0.1977372932E+002   0.1575869083E+002   0.2893258286E+002   0.5716867447E+002
   0.1160000000E+003   0.1720000000E+003   0.1024506474E+002   0.3215538025E+002   0.1749510956E+002   0.2835762978E+002   0.6018691254E+002
   0.1160000000E+003   0.1740000000E+003   0.1118643379E+002   0.3705825806E+002   0.1992155266E+002   0.2449622917E+002   0.6257675934E+002
   0.1160000000E+003   0.1760000000E+003   0.9593753815E+001   0.3925487137E+002   0.2251578712E+002   0.1985221672E+002   0.6395262909E+002
   0.1160000000E+003   0.1780000000E+003   0.5671881199E+001   0.4019100571E+002   0.2454346466E+002   0.1640752220E+002   0.6452919006E+002
   0.1160000000E+003   0.1800000000E+003   0.3488788605E+000   0.3954369354E+002   0.2528855705E+002   0.1509280014E+002   0.6460894012E+002
   0.1180000000E+003   0.0000000000E+000   0.3458460569E+000   0.7250087738E+002   0.2510079002E+002   0.2206458282E+002   0.6445988464E+002
   0.1180000000E+003   0.2000000000E+001   0.4760580063E+001   0.3832376480E+002   0.2425154877E+002   0.2249667168E+002   0.6414770508E+002
   0.1180000000E+003   0.4000000000E+001   0.8604181290E+001   0.3841237259E+002   0.2229915619E+002   0.2368205833E+002   0.6347887039E+002
   0.1180000000E+003   0.6000000000E+001   0.1038127422E+002   0.3653585815E+002   0.1978566551E+002   0.2471386719E+002   0.6213093567E+002
   0.1180000000E+003   0.8000000000E+001   0.9882086754E+001   0.3196789932E+002   0.1736617279E+002   0.2412886429E+002   0.5989562225E+002
   0.1180000000E+003   0.1000000000E+002   0.7684108257E+001   0.2112710381E+002   0.1566417313E+002   0.2080250359E+002   0.5718381500E+002
   0.1180000000E+003   0.1200000000E+002   0.5340423584E+001   0.6032150745E+001   0.1510173607E+002   0.1584562397E+002   0.5547450638E+002
   0.1180000000E+003   0.1400000000E+002   0.5300253391E+001   0.4844895935E+002   0.1559137058E+002   0.1287393856E+002   0.5602796173E+002
   0.1180000000E+003   0.1600000000E+002   0.7152905941E+001   0.7105119324E+002   0.1659170532E+002   0.1491494846E+002   0.5788272858E+002
   0.1180000000E+003   0.1800000000E+002   0.8807258606E+001   0.7723871613E+002   0.1773889542E+002   0.2251930237E+002   0.5971864319E+002
   0.1180000000E+003   0.2000000000E+002   0.9716815948E+001   0.7663232422E+002   0.1918943596E+002   0.3391573334E+002   0.6136972809E+002
   0.1180000000E+003   0.2200000000E+002   0.1008804321E+002   0.7349999237E+002   0.2111903381E+002   0.4547587585E+002   0.6305877686E+002
   0.1180000000E+003   0.2400000000E+002   0.1027103806E+002   0.7046790314E+002   0.2305085564E+002   0.5366181183E+002   0.6456512451E+002
   0.1180000000E+003   0.2600000000E+002   0.1052800751E+002   0.6891790771E+002   0.2412891388E+002   0.5660130692E+002   0.6541092682E+002
   0.1180000000E+003   0.2800000000E+002   0.1100923157E+002   0.6835806274E+002   0.2406052399E+002   0.5357215118E+002   0.6551240540E+002
   0.1180000000E+003   0.3000000000E+002   0.1176676273E+002   0.6680559540E+002   0.2366057968E+002   0.4491018677E+002   0.6548619843E+002
   0.1180000000E+003   0.3200000000E+002   0.1281878471E+002   0.6238209915E+002   0.2421024323E+002   0.3370156097E+002   0.6620682526E+002
   0.1180000000E+003   0.3400000000E+002   0.1429107475E+002   0.5482033157E+002   0.2591681290E+002   0.2521203613E+002   0.6775270081E+002
   0.1180000000E+003   0.3600000000E+002   0.1637606621E+002   0.4584118652E+002   0.2773968315E+002   0.2242615318E+002   0.6944728851E+002
   0.1180000000E+003   0.3800000000E+002   0.1902072334E+002   0.3789726257E+002   0.2879180336E+002   0.2503190613E+002   0.7082343292E+002
   0.1180000000E+003   0.4000000000E+002   0.2178038025E+002   0.3243025589E+002   0.2896780205E+002   0.3105743408E+002   0.7180464935E+002
